======================================================================
Latent COT Dynamical Systems Analysis
======================================================================
Output directory: results\coconut_gpt2\20260415_164805

[Step 1] Loading model...
Loaded coconut model from checkpoints/coconut

[Step 2] Running inference on dataset...
Map:   0%|          | 0/1319 [00:00<?, ? examples/s]Map: 100%|##########| 1319/1319 [00:00<00:00, 54680.92 examples/s]

GSM8K concept distribution (full test split, 1319 rows):
  Geometry                      : 21
  Rates & Speed                 : 105
  Percentages & Ratios          : 188
  Money & Pricing               : 423
  Fractions & Decimals          : 172
  Multiplication & Division     : 25
  Arithmetic & Multi-step       : 385
  WARNING: concept 'Geometry' has only 21 samples (quota=500); using all 21
  WARNING: concept 'Rates & Speed' has only 105 samples (quota=500); using all 105
  WARNING: concept 'Percentages & Ratios' has only 188 samples (quota=500); using all 188
  WARNING: concept 'Money & Pricing' has only 423 samples (quota=500); using all 423
  WARNING: concept 'Fractions & Decimals' has only 172 samples (quota=500); using all 172
  WARNING: concept 'Multiplication & Division' has only 25 samples (quota=500); using all 25
  WARNING: concept 'Arithmetic & Multi-step' has only 385 samples (quota=500); using all 385

Stratified sample counts (total=1319):
  Geometry                      : 21
  Rates & Speed                 : 105
  Percentages & Ratios          : 188
  Money & Pricing               : 423
  Fractions & Decimals          : 172
  Multiplication & Division     : 25
  Arithmetic & Multi-step       : 385
[1/1319] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[430/1319] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[431/1319] Label=Fractions & Decimals         Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[432/1319] Label=Rates & Speed                Expected=20.0, Predicted=200.0, Correct=False, Latent shape=torch.Size([6, 768])
[433/1319] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[434/1319] Label=Arithmetic & Multi-step      Expected=93000.0, Predicted=93000.0, Correct=True, Latent shape=torch.Size([6, 768])
[435/1319] Label=Percentages & Ratios         Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[436/1319] Label=Fractions & Decimals         Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[437/1319] Label=Fractions & Decimals         Expected=45.0, Predicted=55.0, Correct=False, Latent shape=torch.Size([6, 768])
[438/1319] Label=Money & Pricing              Expected=1300.0, Predicted=200.0, Correct=False, Latent shape=torch.Size([6, 768])
[439/1319] Label=Rates & Speed                Expected=5.0, Predicted=2.33, Correct=False, Latent shape=torch.Size([6, 768])
[440/1319] Label=Arithmetic & Multi-step      Expected=83.0, Predicted=234.0, Correct=False, Latent shape=torch.Size([6, 768])
[441/1319] Label=Rates & Speed                Expected=48.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[442/1319] Label=Money & Pricing              Expected=4.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[443/1319] Label=Fractions & Decimals         Expected=110.0, Predicted=260.0, Correct=False, Latent shape=torch.Size([6, 768])
[444/1319] Label=Percentages & Ratios         Expected=25000.0, Predicted=1525.5, Correct=False, Latent shape=torch.Size([6, 768])
[445/1319] Label=Fractions & Decimals         Expected=64.0, Predicted=64.0, Correct=True, Latent shape=torch.Size([6, 768])
[446/1319] Label=Percentages & Ratios         Expected=25.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[447/1319] Label=Arithmetic & Multi-step      Expected=700.0, Predicted=470.0, Correct=False, Latent shape=torch.Size([6, 768])
[448/1319] Label=Percentages & Ratios         Expected=160.0, Predicted=160.0, Correct=True, Latent shape=torch.Size([6, 768])
[449/1319] Label=Arithmetic & Multi-step      Expected=132.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[450/1319] Label=Fractions & Decimals         Expected=420.0, Predicted=480.0, Correct=False, Latent shape=torch.Size([6, 768])
[451/1319] Label=Percentages & Ratios         Expected=15.0, Predicted=17.0, Correct=False, Latent shape=torch.Size([6, 768])
[452/1319] Label=Geometry                     Expected=36.0, Predicted=216.0, Correct=False, Latent shape=torch.Size([6, 768])
[453/1319] Label=Percentages & Ratios         Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[454/1319] Label=Arithmetic & Multi-step      Expected=540.0, Predicted=540.0, Correct=True, Latent shape=torch.Size([6, 768])
[455/1319] Label=Arithmetic & Multi-step      Expected=78.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[456/1319] Label=Percentages & Ratios         Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[457/1319] Label=Fractions & Decimals         Expected=100.0, Predicted=125.0, Correct=False, Latent shape=torch.Size([6, 768])
[458/1319] Label=Money & Pricing              Expected=80.0, Predicted=80.0, Correct=True, Latent shape=torch.Size([6, 768])
[459/1319] Label=Arithmetic & Multi-step      Expected=50.0, Predicted=42.0, Correct=False, Latent shape=torch.Size([6, 768])
[460/1319] Label=Rates & Speed                Expected=60.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[461/1319] Label=Rates & Speed                Expected=19.0, Predicted=19.0, Correct=True, Latent shape=torch.Size([6, 768])
[462/1319] Label=Money & Pricing              Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[463/1319] Label=Arithmetic & Multi-step      Expected=2350.0, Predicted=1050.0, Correct=False, Latent shape=torch.Size([6, 768])
[464/1319] Label=Money & Pricing              Expected=92.0, Predicted=92.0, Correct=True, Latent shape=torch.Size([6, 768])
[465/1319] Label=Money & Pricing              Expected=72.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[466/1319] Label=Money & Pricing              Expected=112.0, Predicted=112.0, Correct=True, Latent shape=torch.Size([6, 768])
[467/1319] Label=Rates & Speed                Expected=480.0, Predicted=60.0, Correct=False, Latent shape=torch.Size([6, 768])
[468/1319] Label=Money & Pricing              Expected=100.0, Predicted=280.0, Correct=False, Latent shape=torch.Size([6, 768])
[469/1319] Label=Rates & Speed                Expected=17.0, Predicted=2.4, Correct=False, Latent shape=torch.Size([6, 768])
[470/1319] Label=Multiplication & Division    Expected=123.0, Predicted=123.0, Correct=True, Latent shape=torch.Size([6, 768])
[471/1319] Label=Money & Pricing              Expected=175.0, Predicted=175.0, Correct=True, Latent shape=torch.Size([6, 768])
[472/1319] Label=Money & Pricing              Expected=280.0, Predicted=165.0, Correct=False, Latent shape=torch.Size([6, 768])
[473/1319] Label=Money & Pricing              Expected=7.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[474/1319] Label=Fractions & Decimals         Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[475/1319] Label=Fractions & Decimals         Expected=2.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[476/1319] Label=Money & Pricing              Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[477/1319] Label=Money & Pricing              Expected=78.0, Predicted=18.0, Correct=False, Latent shape=torch.Size([6, 768])
[478/1319] Label=Money & Pricing              Expected=10.0, Predicted=5.0, Correct=False, Latent shape=torch.Size([6, 768])
[479/1319] Label=Money & Pricing              Expected=132.0, Predicted=132.0, Correct=True, Latent shape=torch.Size([6, 768])
[480/1319] Label=Rates & Speed                Expected=45.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[481/1319] Label=Percentages & Ratios         Expected=1450000.0, Predicted=105000.0, Correct=False, Latent shape=torch.Size([6, 768])
[482/1319] Label=Arithmetic & Multi-step      Expected=276.0, Predicted=226.0, Correct=False, Latent shape=torch.Size([6, 768])
[483/1319] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=7.0, Correct=False, Latent shape=torch.Size([6, 768])
[484/1319] Label=Arithmetic & Multi-step      Expected=18.0, Predicted=21.0, Correct=False, Latent shape=torch.Size([6, 768])
[485/1319] Label=Rates & Speed                Expected=79.0, Predicted=73.5, Correct=False, Latent shape=torch.Size([6, 768])
[486/1319] Label=Rates & Speed                Expected=59.0, Predicted=165.0, Correct=False, Latent shape=torch.Size([6, 768])
[487/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[488/1319] Label=Fractions & Decimals         Expected=6000.0, Predicted=17100.0, Correct=False, Latent shape=torch.Size([6, 768])
[489/1319] Label=Money & Pricing              Expected=225.0, Predicted=1290.0, Correct=False, Latent shape=torch.Size([6, 768])
[490/1319] Label=Money & Pricing              Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[491/1319] Label=Money & Pricing              Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[492/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[493/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[494/1319] Label=Money & Pricing              Expected=4.0, Predicted=5.0, Correct=False, Latent shape=torch.Size([6, 768])
[495/1319] Label=Percentages & Ratios         Expected=145.0, Predicted=75.0, Correct=False, Latent shape=torch.Size([6, 768])
[496/1319] Label=Geometry                     Expected=14000.0, Predicted=14000.0, Correct=True, Latent shape=torch.Size([6, 768])
[497/1319] Label=Rates & Speed                Expected=6.0, Predicted=2.25, Correct=False, Latent shape=torch.Size([6, 768])
[498/1319] Label=Fractions & Decimals         Expected=22.0, Predicted=21.0, Correct=False, Latent shape=torch.Size([6, 768])
[499/1319] Label=Fractions & Decimals         Expected=20.0, Predicted=140.0, Correct=False, Latent shape=torch.Size([6, 768])
[500/1319] Label=Percentages & Ratios         Expected=1.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[501/1319] Label=Money & Pricing              Expected=7.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[502/1319] Label=Multiplication & Division    Expected=9.0, Predicted=23.0, Correct=False, Latent shape=torch.Size([6, 768])
[503/1319] Label=Money & Pricing              Expected=18.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[504/1319] Label=Money & Pricing              Expected=750.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[505/1319] Label=Fractions & Decimals         Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[506/1319] Label=Fractions & Decimals         Expected=8.0, Predicted=7.5, Correct=False, Latent shape=torch.Size([6, 768])
[507/1319] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=24.0, Correct=False, Latent shape=torch.Size([6, 768])
[508/1319] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=70.0, Correct=True, Latent shape=torch.Size([6, 768])
[509/1319] Label=Percentages & Ratios         Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[510/1319] Label=Percentages & Ratios         Expected=20.0, Predicted=33.33, Correct=False, Latent shape=torch.Size([6, 768])
[511/1319] Label=Fractions & Decimals         Expected=6.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[512/1319] Label=Money & Pricing              Expected=880.0, Predicted=210.0, Correct=False, Latent shape=torch.Size([6, 768])
[513/1319] Label=Rates & Speed                Expected=11.0, Predicted=0.76, Correct=False, Latent shape=torch.Size([6, 768])
[514/1319] Label=Arithmetic & Multi-step      Expected=6600.0, Predicted=800.0, Correct=False, Latent shape=torch.Size([6, 768])
[515/1319] Label=Fractions & Decimals         Expected=168.0, Predicted=96.0, Correct=False, Latent shape=torch.Size([6, 768])
[516/1319] Label=Rates & Speed                Expected=200.0, Predicted=400.0, Correct=False, Latent shape=torch.Size([6, 768])
[517/1319] Label=Arithmetic & Multi-step      Expected=140.0, Predicted=140.0, Correct=True, Latent shape=torch.Size([6, 768])
[518/1319] Label=Rates & Speed                Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[519/1319] Label=Arithmetic & Multi-step      Expected=66.0, Predicted=33.0, Correct=False, Latent shape=torch.Size([6, 768])
[520/1319] Label=Percentages & Ratios         Expected=27.0, Predicted=20.7, Correct=False, Latent shape=torch.Size([6, 768])
[521/1319] Label=Money & Pricing              Expected=35.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[522/1319] Label=Percentages & Ratios         Expected=1110.0, Predicted=1110.0, Correct=True, Latent shape=torch.Size([6, 768])
[523/1319] Label=Money & Pricing              Expected=39.0, Predicted=66.0, Correct=False, Latent shape=torch.Size([6, 768])
[524/1319] Label=Percentages & Ratios         Expected=43200.0, Predicted=1440.0, Correct=False, Latent shape=torch.Size([6, 768])
[525/1319] Label=Percentages & Ratios         Expected=90.0, Predicted=400.0, Correct=False, Latent shape=torch.Size([6, 768])
[526/1319] Label=Money & Pricing              Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[527/1319] Label=Fractions & Decimals         Expected=27.0, Predicted=27.0, Correct=True, Latent shape=torch.Size([6, 768])
[528/1319] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[529/1319] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[530/1319] Label=Percentages & Ratios         Expected=35.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[531/1319] Label=Rates & Speed                Expected=120.0, Predicted=120.0, Correct=True, Latent shape=torch.Size([6, 768])
[532/1319] Label=Fractions & Decimals         Expected=42.0, Predicted=47.0, Correct=False, Latent shape=torch.Size([6, 768])
[533/1319] Label=Fractions & Decimals         Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[534/1319] Label=Arithmetic & Multi-step      Expected=300.0, Predicted=300.0, Correct=True, Latent shape=torch.Size([6, 768])
[535/1319] Label=Fractions & Decimals         Expected=30.0, Predicted=17.0, Correct=False, Latent shape=torch.Size([6, 768])
[536/1319] Label=Arithmetic & Multi-step      Expected=2800.0, Predicted=600.0, Correct=False, Latent shape=torch.Size([6, 768])
[537/1319] Label=Money & Pricing              Expected=82.0, Predicted=86.0, Correct=False, Latent shape=torch.Size([6, 768])
[538/1319] Label=Money & Pricing              Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[539/1319] Label=Percentages & Ratios         Expected=36.0, Predicted=18.0, Correct=False, Latent shape=torch.Size([6, 768])
[540/1319] Label=Rates & Speed                Expected=3140.0, Predicted=1780.0, Correct=False, Latent shape=torch.Size([6, 768])
[541/1319] Label=Money & Pricing              Expected=50.0, Predicted=50.0, Correct=True, Latent shape=torch.Size([6, 768])
[542/1319] Label=Percentages & Ratios         Expected=800.0, Predicted=800.0, Correct=True, Latent shape=torch.Size([6, 768])
[543/1319] Label=Money & Pricing              Expected=245.0, Predicted=1435.0, Correct=False, Latent shape=torch.Size([6, 768])
[544/1319] Label=Fractions & Decimals         Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[545/1319] Label=Money & Pricing              Expected=10000.0, Predicted=2000.0, Correct=False, Latent shape=torch.Size([6, 768])
[546/1319] Label=Arithmetic & Multi-step      Expected=122.0, Predicted=122.0, Correct=True, Latent shape=torch.Size([6, 768])
[547/1319] Label=Money & Pricing              Expected=5.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[548/1319] Label=Arithmetic & Multi-step      Expected=10.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[549/1319] Label=Percentages & Ratios         Expected=132.0, Predicted=124.0, Correct=False, Latent shape=torch.Size([6, 768])
[550/1319] Label=Fractions & Decimals         Expected=16.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[551/1319] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=100.0, Correct=True, Latent shape=torch.Size([6, 768])
[552/1319] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=100.0, Correct=True, Latent shape=torch.Size([6, 768])
[553/1319] Label=Percentages & Ratios         Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[554/1319] Label=Arithmetic & Multi-step      Expected=56.0, Predicted=54.0, Correct=False, Latent shape=torch.Size([6, 768])
[555/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=7.0, Correct=False, Latent shape=torch.Size([6, 768])
[556/1319] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[557/1319] Label=Money & Pricing              Expected=24.0, Predicted=24.0, Correct=True, Latent shape=torch.Size([6, 768])
[558/1319] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=66.0, Correct=False, Latent shape=torch.Size([6, 768])
[559/1319] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[560/1319] Label=Arithmetic & Multi-step      Expected=20.0, Predicted=80.0, Correct=False, Latent shape=torch.Size([6, 768])
[561/1319] Label=Fractions & Decimals         Expected=500.0, Predicted=500.0, Correct=True, Latent shape=torch.Size([6, 768])
[562/1319] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[563/1319] Label=Money & Pricing              Expected=1600.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[564/1319] Label=Arithmetic & Multi-step      Expected=11.0, Predicted=54.0, Correct=False, Latent shape=torch.Size([6, 768])
[565/1319] Label=Arithmetic & Multi-step      Expected=60.0, Predicted=130.0, Correct=False, Latent shape=torch.Size([6, 768])
[566/1319] Label=Money & Pricing              Expected=4.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[567/1319] Label=Percentages & Ratios         Expected=94.0, Predicted=18.1, Correct=False, Latent shape=torch.Size([6, 768])
[568/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=60.0, Correct=False, Latent shape=torch.Size([6, 768])
[569/1319] Label=Money & Pricing              Expected=27.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[570/1319] Label=Money & Pricing              Expected=11050.0, Predicted=600.0, Correct=False, Latent shape=torch.Size([6, 768])
[571/1319] Label=Multiplication & Division    Expected=260.0, Predicted=260.0, Correct=True, Latent shape=torch.Size([6, 768])
[572/1319] Label=Fractions & Decimals         Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[573/1319] Label=Money & Pricing              Expected=720.0, Predicted=720.0, Correct=True, Latent shape=torch.Size([6, 768])
[574/1319] Label=Arithmetic & Multi-step      Expected=48.0, Predicted=48.0, Correct=True, Latent shape=torch.Size([6, 768])
[575/1319] Label=Fractions & Decimals         Expected=75.0, Predicted=71.0, Correct=False, Latent shape=torch.Size([6, 768])
[576/1319] Label=Arithmetic & Multi-step      Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[577/1319] Label=Multiplication & Division    Expected=160.0, Predicted=160.0, Correct=True, Latent shape=torch.Size([6, 768])
[578/1319] Label=Percentages & Ratios         Expected=16.0, Predicted=24.0, Correct=False, Latent shape=torch.Size([6, 768])
[579/1319] Label=Money & Pricing              Expected=36.0, Predicted=36.0, Correct=True, Latent shape=torch.Size([6, 768])
[580/1319] Label=Arithmetic & Multi-step      Expected=45.0, Predicted=27.0, Correct=False, Latent shape=torch.Size([6, 768])
[581/1319] Label=Percentages & Ratios         Expected=81.0, Predicted=81.0, Correct=True, Latent shape=torch.Size([6, 768])
[582/1319] Label=Money & Pricing              Expected=398.0, Predicted=442.0, Correct=False, Latent shape=torch.Size([6, 768])
[583/1319] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[584/1319] Label=Rates & Speed                Expected=21.0, Predicted=10.5, Correct=False, Latent shape=torch.Size([6, 768])
[585/1319] Label=Arithmetic & Multi-step      Expected=280.0, Predicted=160.0, Correct=False, Latent shape=torch.Size([6, 768])
[586/1319] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[587/1319] Label=Money & Pricing              Expected=1400.0, Predicted=1100.0, Correct=False, Latent shape=torch.Size([6, 768])
[588/1319] Label=Money & Pricing              Expected=12.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[589/1319] Label=Fractions & Decimals         Expected=15.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[590/1319] Label=Money & Pricing              Expected=52.0, Predicted=39.0, Correct=False, Latent shape=torch.Size([6, 768])
[591/1319] Label=Money & Pricing              Expected=30.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[592/1319] Label=Fractions & Decimals         Expected=5.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[593/1319] Label=Fractions & Decimals         Expected=56.0, Predicted=39.0, Correct=False, Latent shape=torch.Size([6, 768])
[594/1319] Label=Arithmetic & Multi-step      Expected=360.0, Predicted=360.0, Correct=True, Latent shape=torch.Size([6, 768])
[595/1319] Label=Fractions & Decimals         Expected=10.0, Predicted=21.0, Correct=False, Latent shape=torch.Size([6, 768])
[596/1319] Label=Fractions & Decimals         Expected=9.0, Predicted=18.0, Correct=False, Latent shape=torch.Size([6, 768])
[597/1319] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[598/1319] Label=Money & Pricing              Expected=250.0, Predicted=250.0, Correct=True, Latent shape=torch.Size([6, 768])
[599/1319] Label=Percentages & Ratios         Expected=1596.0, Predicted=203.0, Correct=False, Latent shape=torch.Size([6, 768])
[600/1319] Label=Rates & Speed                Expected=140.0, Predicted=140.0, Correct=True, Latent shape=torch.Size([6, 768])
[601/1319] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[602/1319] Label=Arithmetic & Multi-step      Expected=80.0, Predicted=200.0, Correct=False, Latent shape=torch.Size([6, 768])
[603/1319] Label=Arithmetic & Multi-step      Expected=15.0, Predicted=16.0, Correct=False, Latent shape=torch.Size([6, 768])
[604/1319] Label=Arithmetic & Multi-step      Expected=54.0, Predicted=19.0, Correct=False, Latent shape=torch.Size([6, 768])
[605/1319] Label=Money & Pricing              Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[606/1319] Label=Fractions & Decimals         Expected=13.0, Predicted=13.0, Correct=True, Latent shape=torch.Size([6, 768])
[607/1319] Label=Fractions & Decimals         Expected=27.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[608/1319] Label=Money & Pricing              Expected=5.0, Predicted=1.5, Correct=False, Latent shape=torch.Size([6, 768])
[609/1319] Label=Money & Pricing              Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[610/1319] Label=Percentages & Ratios         Expected=56.0, Predicted=56.0, Correct=True, Latent shape=torch.Size([6, 768])
[611/1319] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=286.0, Correct=False, Latent shape=torch.Size([6, 768])
[612/1319] Label=Money & Pricing              Expected=75.0, Predicted=15.0, Correct=False, Latent shape=torch.Size([6, 768])
[613/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=88.0, Correct=False, Latent shape=torch.Size([6, 768])
[614/1319] Label=Money & Pricing              Expected=28.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[615/1319] Label=Money & Pricing              Expected=32.0, Predicted=26.25, Correct=False, Latent shape=torch.Size([6, 768])
[616/1319] Label=Arithmetic & Multi-step      Expected=4000.0, Predicted=4000.0, Correct=True, Latent shape=torch.Size([6, 768])
[617/1319] Label=Fractions & Decimals         Expected=48.0, Predicted=126.0, Correct=False, Latent shape=torch.Size([6, 768])
[618/1319] Label=Money & Pricing              Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[619/1319] Label=Arithmetic & Multi-step      Expected=23.0, Predicted=23.0, Correct=True, Latent shape=torch.Size([6, 768])
[620/1319] Label=Money & Pricing              Expected=1.0, Predicted=-2.0, Correct=False, Latent shape=torch.Size([6, 768])
[621/1319] Label=Fractions & Decimals         Expected=500.0, Predicted=65.0, Correct=False, Latent shape=torch.Size([6, 768])
[622/1319] Label=Rates & Speed                Expected=296.0, Predicted=296.0, Correct=True, Latent shape=torch.Size([6, 768])
[623/1319] Label=Arithmetic & Multi-step      Expected=40.0, Predicted=19.0, Correct=False, Latent shape=torch.Size([6, 768])
[624/1319] Label=Percentages & Ratios         Expected=490.0, Predicted=490.0, Correct=True, Latent shape=torch.Size([6, 768])
[625/1319] Label=Arithmetic & Multi-step      Expected=16.0, Predicted=16.0, Correct=True, Latent shape=torch.Size([6, 768])
[626/1319] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=5.25, Correct=False, Latent shape=torch.Size([6, 768])
[627/1319] Label=Arithmetic & Multi-step      Expected=16.0, Predicted=16.0, Correct=True, Latent shape=torch.Size([6, 768])
[628/1319] Label=Fractions & Decimals         Expected=240.0, Predicted=240.0, Correct=True, Latent shape=torch.Size([6, 768])
[629/1319] Label=Money & Pricing              Expected=539.0, Predicted=324.0, Correct=False, Latent shape=torch.Size([6, 768])
[630/1319] Label=Money & Pricing              Expected=2.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[631/1319] Label=Money & Pricing              Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[632/1319] Label=Fractions & Decimals         Expected=90.0, Predicted=75.0, Correct=False, Latent shape=torch.Size([6, 768])
[633/1319] Label=Money & Pricing              Expected=180.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[634/1319] Label=Money & Pricing              Expected=64.0, Predicted=65.0, Correct=False, Latent shape=torch.Size([6, 768])
[635/1319] Label=Money & Pricing              Expected=33.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[636/1319] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[637/1319] Label=Arithmetic & Multi-step      Expected=45.0, Predicted=45.0, Correct=True, Latent shape=torch.Size([6, 768])
[638/1319] Label=Arithmetic & Multi-step      Expected=288.0, Predicted=288.0, Correct=True, Latent shape=torch.Size([6, 768])
[639/1319] Label=Money & Pricing              Expected=40.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[640/1319] Label=Money & Pricing              Expected=52.0, Predicted=32.0, Correct=False, Latent shape=torch.Size([6, 768])
[641/1319] Label=Arithmetic & Multi-step      Expected=1050.0, Predicted=350.0, Correct=False, Latent shape=torch.Size([6, 768])
[642/1319] Label=Money & Pricing              Expected=33.0, Predicted=23.0, Correct=False, Latent shape=torch.Size([6, 768])
[643/1319] Label=Percentages & Ratios         Expected=21.0, Predicted=21.0, Correct=True, Latent shape=torch.Size([6, 768])
[644/1319] Label=Money & Pricing              Expected=4.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[645/1319] Label=Money & Pricing              Expected=8.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[646/1319] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[647/1319] Label=Arithmetic & Multi-step      Expected=140.0, Predicted=140.0, Correct=True, Latent shape=torch.Size([6, 768])
[648/1319] Label=Multiplication & Division    Expected=40.0, Predicted=70.0, Correct=False, Latent shape=torch.Size([6, 768])
[649/1319] Label=Money & Pricing              Expected=163.0, Predicted=55.0, Correct=False, Latent shape=torch.Size([6, 768])
